dir_costs,lost_trips_costs_s_r,traffic_costs_s_r,flood_sum_r1,flood_sum_r2_1,flood_sum_r2_2,flood_sum_r3,HW_inund_uncertainty,bridge_scour_uncertainty,travel_demand_uncertainty,restoration_capacity_uncertainty
27840053.6093488,57695881.660782,21931332.884488,8246.91391070932,32302.5905148371,22434.4939556869,16021.3014030411,1.16214804021092,1.7050027950583,1.56140520854389,8
39711088.6352631,81799929.0177426,2067080.72912095,8854.85086313449,35755.4438959969,24826.8029137608,17760.3013721993,1.72717174200301,1.28971263069791,1.00603188964071,4
24476589.0934283,27505314.1434516,-14733710.1924761,8378.04521914106,31108.9955383525,19612.3088217163,19890.0692693535,0.854507272917167,1.36139316764417,0.654995544090868,5
23389858.7178969,38672064.1631889,2349144.95279745,9190.63869263418,31193.9250442823,19999.49325346,14197.9440866382,0.930526527662287,1.45260229677186,1.00591604955317,6
25956029.136093,28165279.0365015,-21926152.2229149,8511.92002181069,31539.6671546423,20704.9451083178,18298.7766910789,0.948093673498405,0.899275340209855,0.554898878867086,4
35675655.5466586,248287558.835636,30278584.1299029,8804.447325096,32038.5937835546,22532.5896662557,17211.1374071518,0.449599992589736,0.895102618653665,1.19261139564648,2
38391501.639521,69498400.0927134,20195143.6128766,8681.3374983212,33751.4243880612,27361.1130760485,14620.012077669,1.4712253037516,0.91768108330258,1.3695193807722,8
43230011.7424399,66490838.7107707,-18158922.1077549,9027.16150772246,33740.087875875,26426.8445023581,15213.6915021752,0.797910204997899,0.94324774082767,0.715664130753209,6
38061530.3757424,82553584.3403585,32504822.9443706,8597.44875641214,33262.2321305227,26900.5612703563,14746.7392643583,0.433387117533495,1.55408153643297,1.6992172363658,7
26882378.7044965,35535771.1904638,-20359581.7462269,7653.96550287982,32271.4902175744,21052.4379913983,14954.701138675,1.27546851927488,0.415704304763675,0.689564043875885,4
38782230.6914862,36169335.8305448,-19719372.5937686,8270.63293317147,33774.3199719538,28254.2281156338,15830.7391260179,0.836163855524023,0.834111730429676,0.618965135158157,5
79928391.097475,60398685.6162873,-32592704.0133447,8028.03593350295,48407.8500940121,37667.5022358634,13397.9236807706,0.948666331435048,1.29240447010232,0.583632573845162,5
32007322.9181762,69173567.322029,27769747.6612288,9196.96552062593,31810.9256605437,26391.9014646158,13832.7734081816,1.0099658621175,1.01592925539613,1.45100808054995,7
56490575.3746132,39795303.7710462,-21405436.4386942,8055.62078014482,40539.3001189781,32937.7702588043,13073.4895179439,0.513759889340406,1.2284104299563,0.605490780065346,6
28675782.5838788,41995369.9907206,-5678014.49662218,7773.62370069139,32739.068496028,22485.783700919,18513.7864583215,0.437847181111707,1.12829606776404,0.870998114904241,5
22864598.4430017,25973960.3668834,-20501347.4480887,9242.20413393038,31079.2220488055,19553.0475892482,12999.8113711705,1.62082943815084,1.5848510124313,0.529103820731876,4
41749040.3867025,74858263.0850346,17247440.8102755,8476.34228736349,34832.7928935741,28042.7023803164,15133.477644345,1.09314129587013,0.34681907325756,1.11754254360479,5
77670048.7632136,173722800.440939,68413796.4203135,8371.17429944873,38468.8592899748,37745.5590573348,14131.6757959793,0.971443684401245,1.21532923502487,1.44355650141485,6
24894543.5925288,48110499.344145,-7913892.12052633,8669.82020780351,31470.2590161236,20206.5073935681,16919.1653788166,1.74452179464329,0.853882455158208,0.859275862509218,3
64964265.5122767,194083218.472518,197865770.78898,8023.17977812886,33211.0384682072,36920.0659152179,15694.2059891619,0.381936739462438,1.40199772323792,1.53684914937066,4
59589459.1801675,271232540.475197,110703886.187529,8110.78994640335,37731.0353393745,31803.6920249499,15948.5157873995,0.319548841859883,0.539591482881393,1.68014531765193,4
23267132.7744135,32942691.4546883,-15611010.3724452,9992.51019116398,30951.03088236,19938.7484522957,14692.8509858228,1.6333807403449,0.571362360925518,0.725240858893107,4
59267902.6346412,160305159.425913,-93138740.7697412,8405.71908047609,36367.7502233447,29951.2188634249,15432.3603391741,0.58313288129641,0.508714578454752,0.548825326566788,2
26284267.4927804,78341481.8101425,22140124.5540069,7749.78152458929,31012.2255929606,20723.2725880464,19527.1528375278,0.297034743227204,0.991095121387583,1.35208567407843,4
27965675.8461726,71143439.8862949,18263586.1939993,8117.57688462548,32573.0221263276,21203.7233585515,16348.5218255549,0.469918016030488,1.73513812512856,1.37857360739852,5
64013747.2817246,157480082.565647,10932834.6042861,8199.14941092383,37394.3955698574,34732.0479726959,14962.6844269595,1.03458050088195,1.28814220577771,1.15332259144805,6
24089491.0474543,110077665.734189,35421695.3394275,8602.2987769814,31070.0694360419,19788.8561534767,16597.9436761334,0.909157022798729,1.59960409775844,1.34532793670226,2
29737712.79999,23466440.6584873,-9790240.20721031,9723.14789620135,31178.6260519518,25029.6450207063,12689.9496548895,1.73741626926053,1.3002462798588,0.720245283315507,8
34636842.7971924,72615711.5252849,45812186.7853908,8507.89792700484,32039.6554447773,26521.9347664676,17410.0141591851,1.08682055280991,1.05105213541423,1.7118726276659,8
29622323.358127,65856350.1405623,-53615557.6217001,8370.44274226204,32367.1877268168,23080.1344299292,16350.1791477037,0.783644922672709,0.257243221297356,0.535073104615913,3
24496047.1795511,52925481.2482512,26078183.4472766,7625.43593456666,31031.4686671221,19542.0546271781,20077.8414813313,0.978543039727662,1.39272826140123,1.47365687669024,8
64846566.5048061,153597408.912648,67737650.7812929,8057.58189115638,31805.3029101509,33538.1558168323,12107.0694760813,0.2958801940201,1.36309518731301,1.57860432164604,5
28313500.9816421,53315362.3327962,-35356303.7466591,8657.84992346796,32531.1482421894,23623.1525785806,13903.449530445,0.640990603950358,0.611428645390027,0.686134526779479,2
44006478.5713074,71583209.2531683,14227712.7484682,8617.34324802127,34650.8764270343,30282.3604464867,13699.6904906244,0.325471361455054,0.670734479362303,1.20633559729754,6
43421983.2538648,46648478.471167,-3310169.85313673,8420.66862991049,35633.9838061102,34227.8250142875,12111.0766841499,1.51475362490225,0.780512010846303,0.916168976122986,8
25721366.384488,104644833.945474,97798494.3924571,8209.01812374732,31452.3845827295,23121.8163097101,12109.4631670679,1.632625887589,0.637803551476856,1.59497260817447,2
27330049.0345715,33920234.8717669,-10464057.9364374,8278.81256803498,32500.7140562532,22597.0719850747,16089.3717329514,0.841410840495746,1.67710513833066,0.742375850591871,6
35150137.6967871,103558995.932953,28603960.570144,8524.17792764213,32550.5441687298,25638.7489861838,14887.9132187992,0.744325239363609,1.48189646739466,1.40668421263881,3
26816201.2940419,62059353.4647742,-27338439.8290645,8457.60352400504,31765.0044253942,22176.4228938688,17346.3243433238,1.60917902575736,0.312526817911613,0.745881520297315,2
37816962.5772372,69879109.527184,25585416.6176983,9019.5602661036,34340.0048620704,28585.219288676,13239.6396935604,1.21812658227442,0.678332167662087,1.40136248914974,6
41819581.1181729,78899468.0215033,-62533540.4633508,8389.68479943741,32397.1752818394,28157.8010319439,14342.0644051332,1.71986425045456,1.55736844077428,0.398170231570094,2
26765572.7888077,70651100.8870704,17931575.9104671,8289.8017319534,32247.7359354302,22191.0787390109,19420.9770608867,0.741460547508889,1.37475384114458,1.33796877221085,4
33009963.7041116,143031886.321476,75694932.9208023,7957.47425182071,31697.5581028213,22689.6042324341,16366.5530689344,1.30673282835845,1.18650449583909,1.74899453173131,6
31696470.6130481,34636020.0845245,-22704511.7251148,7959.6662267301,32189.0374706729,25492.9681858116,13484.2055063863,1.43165905741822,0.255710044344074,0.616021224650575,7
22179615.5436672,36822636.2326823,11511374.5269568,8053.83234265819,31233.4020326442,19786.4803902204,12110.1108554044,1.56164057340257,0.742913004604018,1.14308621570895,5
32011417.5362091,120228387.078698,59951427.5332757,8082.59788469551,32739.5913041195,24408.5268720155,16693.3123878103,0.404098245906333,1.53897744571123,1.46818505664464,2
90030875.8610364,55265907.0609713,-45879632.6132585,9795.95292104949,42788.2224657355,52138.7456610687,12247.6771042827,0.819834081108006,1.05941820572483,0.460226866795085,7
35582007.7560451,58807985.6833531,-2568117.77831337,8514.77018723637,31387.2987374135,29213.4839752033,15350.9116977806,1.57817595802335,1.73803615403546,0.946472231659347,3
27133698.7040734,65406070.6254777,-18357084.8916826,8124.88990375074,32250.6167134038,22199.4924033862,19426.5424722227,0.273505751769923,1.17959847749453,0.783460702632133,2
22512166.44872,31707458.5845276,13290438.8326994,9447.99699676898,31051.9628063831,19573.8573325474,12117.1780265877,1.46841384080676,1.26705940048121,1.17565370092112,8
27170195.088502,32172942.4377978,-10114189.3229365,8124.88990375074,32250.6167134038,22199.4924033862,19426.5424722227,0.419905226940574,0.807334283926501,0.754834407720506,7
34091777.8212734,59218462.3450022,12037405.1464873,8359.92368671484,32754.5025368586,25295.1968687355,15430.0524282673,1.49780329006395,0.968894961176914,1.20215482151285,6
34725805.9934746,36461964.8799799,-23984548.5971063,8091.2821010348,32154.4092259111,27231.3639479181,15648.466142947,1.09440005690135,1.57602473413195,0.543276014839448,3
41920373.5014534,67081423.4829862,31892482.7359197,7867.95267671812,31277.455741151,20478.0351016,19900.3332513906,1.23645251528251,0.756658268793834,1.35284907623769,5
23295740.2906176,23275208.7293034,-9133398.62607003,10310.614861501,31160.9803960375,19774.268554248,14567.6826852557,1.40997261301813,0.961568840433669,0.737669507171711,8
30525755.9107083,91178015.6281712,57754696.5399431,8417.06482477975,32989.1843930282,23808.2205340351,15385.4961725211,1.20644863049956,0.905603876602221,1.61872827506033,4
28072741.1959722,60960601.4557738,19030799.6072645,9088.92380455451,32819.8413460253,22927.7741467936,12951.0357599672,0.886882384682374,1.18151851902278,1.35079236735887,5
45470254.4205287,127314275.100055,28904417.8477803,8649.5617989446,33438.1166595912,28901.6389065375,15419.0961373968,0.715332690383414,1.29288456184135,1.38407426355629,4
38271507.554063,44546449.8359109,-11478205.792027,8508.12384467392,33568.2244179995,26672.8883139535,15481.4396858793,1.50167665952525,0.670416669615009,0.782171952967718,5
36140200.4699272,49749677.4724443,-15398344.1467092,9122.56152487733,33181.8344172518,27377.2621103614,14005.8632922781,1.36588947482888,1.71087667287744,0.715102090859945,3
31442588.6752255,92081180.2468065,-8056596.05924692,8737.25431225449,31621.2758227564,22017.4350503038,15262.0188343756,1.67502968553733,1.36854281127802,0.898340084584456,2
23755527.9143519,34033116.8159531,-24755534.3169807,7727.31603966281,31098.0973997974,19574.4162613977,17654.924158278,1.21659627983287,1.6190997517873,0.521392797284892,2
29833458.9837345,44438338.7111748,-11310958.9444178,8012.6474697236,33441.8868746005,22591.1649761559,18586.355537814,1.49760319559305,0.813522242864207,0.807563972763587,4
26955152.3266271,55251107.5238329,9677418.06295236,8124.88990375074,32250.6167134038,22199.4924033862,19426.5424722227,0.647454154859686,1.12327871520554,1.20222320216054,6
28605170.6904381,47350231.8989706,-30719172.9580505,8743.63627044857,32952.308923681,22806.0949239255,15565.4573820526,0.703923139835214,0.943575951389085,0.636451954829692,2
31823366.6469868,245917225.305786,179466410.664776,8535.3442021627,32423.3492806093,24019.9441680865,14667.088706803,1.34379173358785,0.737830515257187,1.5095435336365,1
22165171.6856556,45086526.0813134,43148932.7524334,8101.27975858143,31112.615448101,19590.1840587209,12108.1397647512,0.386264127387101,1.42599230424299,1.58718018904795,7
26446964.4330333,32820297.8326037,-238612.116493299,7829.05344139133,31985.3901417281,20852.6592013497,17578.0282288166,1.32504013256592,1.40814898796092,0.946771954936686,8
29151738.4238641,38393342.8616174,-14409193.0580861,8373.74907189817,31320.3022946957,25508.5482037715,12124.2458994374,0.594976084921739,1.44494296336114,0.71237387247175,3
42886500.2754053,32643316.141356,-23300042.4874249,8506.25259976089,34440.8106195591,31918.9002988276,16212.8601544476,1.18036386741861,0.320720748859879,0.556533566939074,8
35612707.7832007,114925836.598393,35323018.1461616,8394.39451671997,32622.9395630909,27836.480674344,12119.4067043779,1.20118505269917,0.312159152002813,1.12809510527506,2
33469260.7269873,93710967.1486566,69268812.4404482,9739.8500245905,32637.7418493634,25652.431620915,14052.5668491467,1.55776213389504,0.497504927060337,1.68083225648108,4
109656084.900122,222892865.833237,84067542.7595219,7991.78158875578,47234.8782513683,51572.6040502168,12097.0796227797,1.41413723525057,1.46250932107546,1.44577968873744,7
34954262.5527369,47773741.8722709,12271941.4701647,8287.86284985184,31501.7313902689,29262.7045673262,12109.9398070655,0.817845497410964,1.20347449835846,1.23989522339231,9
44338111.5554951,110517108.000089,34390096.9050758,8345.20181973325,35207.0808382161,29444.3388734573,15836.3401175327,0.770296578968239,1.23489644738225,1.39237945346369,4
25226346.2281066,112236771.472143,44554251.4385715,8015.95459971251,31415.7660770759,21019.2662446119,16445.5960360949,1.12930581170411,1.60685253397734,1.64613266308823,2
33162654.4103066,73537610.7028102,17325809.2561474,8657.87625451223,33536.0348918707,24235.8250090638,15315.4159835313,0.320529763225381,0.969951516301037,1.23335204174739,4
31911926.1164816,54091393.0140189,-12052034.4323351,8415.94826674368,33171.4668535088,24206.9492049816,15520.760559406,1.31510415078477,1.2939994072725,0.805790694040774,3
39456103.0613034,110749106.016549,35141504.0011375,8876.58202639641,34187.1292798159,28287.2249954528,13498.0448225492,0.833189153000618,1.20143930229031,1.41504839932177,4
23212070.5565368,28867393.9138104,-16456424.7906922,9185.92036058102,31154.2588315438,20145.8790786837,12714.9685103558,0.262686031795354,0.575623821535413,0.666692104095638,5
27660630.2840543,40406973.8178222,-5692871.92621675,8224.49090446625,32332.1677480424,22436.8745884617,16017.8820409873,0.413822080444943,0.950430900533224,0.858879326130807,5
46652533.7130482,247439274.303346,-80969150.5436274,8357.61645594332,35625.9349347882,29647.5871025578,15924.1143394015,0.606003332586909,1.65512376919949,0.667408969755183,1
58838894.1681454,171190705.467934,34864072.6222402,8920.12902091071,39026.1069165415,39884.3771583775,13891.6384694491,0.775655863757691,1.15961915041763,1.15714875421784,2
26191018.9622219,44041480.584243,6172063.8192369,7663.72073454689,31221.008392358,21411.2292518247,19617.0384012193,1.33433393007315,1.3522614613606,1.20388337786705,7
27664596.2579995,127148296.244347,143648912.747287,9449.0013946658,32068.4611138296,22283.447161055,12897.5530571463,1.69154667647147,0.322328705348484,1.68288635624791,2
48702685.5079737,106307605.237146,98029589.1238515,8712.41179748997,32446.4547069529,24119.2258505137,14454.7677742201,0.863241773408266,1.0211504084007,1.74452757661166,4
34654502.4805362,117374234.07862,10741708.2524784,8330.1920120467,32891.7773916578,24028.5508944198,16350.9036399879,0.7061806743709,1.56532359320254,1.08324357834611,2
23614413.2536986,40377975.3811251,-5107942.28342082,10768.8546731463,31163.9268369626,19729.3886981296,14923.4448293773,1.36313834735724,1.42859350183041,0.871148916569531,4
103924360.522464,222601592.015037,2114202.19696749,7901.12325178972,46857.3427118994,46590.3365259464,12058.5323716949,0.697337076257977,1.19592859652879,0.999992267814492,4
24949909.3303498,42940795.8610844,1527769.82337686,8621.92451405487,31180.6230977197,20025.6848700885,14600.4693497411,0.590392512531307,1.23670448436923,1.0749840051013,6
37711268.0661778,56264437.1534622,-3350503.91894372,8449.4375902365,32645.9524954561,27471.6902177273,17325.0870800286,1.40420382840282,0.786073864859915,0.924282532542235,4
38214005.560185,99261445.6260822,-24019199.925315,8857.99639099027,31571.1337890835,21545.0516385896,13982.9176423763,0.463207972411582,1.64185177888392,0.690024890644645,3
43805625.1677664,48740081.8838871,-35648111.4776818,7986.82318190765,34187.4436422199,28301.9530450188,12672.2337948615,1.43653726273755,1.16535179736071,0.411773814034178,4
35212299.246126,41053396.3239455,-16664390.0467988,8091.2821010348,32154.4092259111,27231.3639479181,15648.466142947,0.258197529688912,0.834359729903742,0.696398469537506,4
37557092.0929948,69536977.5491553,11719106.6857883,8482.73115459248,33799.3745427858,27314.3853803459,15205.3193162169,1.66946443417387,1.62058113792216,1.41909332878176,7
30666289.334126,35127572.8004451,-13482329.576443,8710.14072903339,32511.0954025516,24848.2452997143,14465.0630912483,0.912018439126008,1.37791860549232,0.67721695117458,4
32234647.9235986,95549321.6616112,33405771.0397235,8325.97488441598,32530.2620058979,24779.5049344821,15839.776505278,0.251052547574639,1.7473628693346,1.67705616867117,4
50972147.0434938,102126205.115013,14125012.8786038,8283.05226442777,35927.7592547867,31034.9724226917,15275.8475722839,1.345012272365,0.543073547936204,1.18053895198482,6
24464547.5661643,47626991.6517156,5793507.58615372,8044.20179206505,31285.901340351,19873.6945375596,18101.8450304556,1.56315529359797,0.943164649172581,1.2374249394922,7
38572580.5770518,31824250.4077817,-19728122.2089978,8270.63293317147,33774.3199719538,28254.2281156338,15830.7391260179,1.00023688029138,0.949170984565266,0.574921634027102,6
39171642.6902902,65507646.2893734,14273229.2893898,7647.57642715634,34626.689062058,28048.800021834,16304.5963443056,1.20832676391891,1.50546657893047,1.26414995173425,5
61044548.7128756,90560505.301915,18404785.2228785,8061.66462759176,31379.3772273714,31471.9007522004,12110.1461444781,0.443385107695344,1.51997161114664,1.26585645956067,8
46133368.7957854,150709675.495234,24043367.3954019,8357.61645594332,35625.9349347882,29647.5871025578,15924.1143394015,0.835227468550205,1.26292489064908,1.41576347476859,4
23592306.0339739,67467078.0420855,45935363.4659231,9022.24305703398,31300.5329158921,19888.0282528173,14279.7846307789,1.10929619371963,0.706846472719356,1.6656230459243,6
43231101.2443949,111603684.010354,54819677.9371499,7992.20607144572,36615.5398621567,28905.9159181463,12719.688272497,0.599338662239012,1.40166018558246,1.66931290705838,4
24205694.195584,77236795.8696993,9563753.76600523,9328.19029327296,31462.5215221664,20835.4942762028,12982.9882008777,0.827876890566061,1.30532164800577,1.07468460747994,2
39549759.6621498,47879994.8311601,-2107382.60725565,9191.40128380846,32989.6275607046,30323.653097703,14869.7105136396,1.48884003981036,1.54980926245166,0.942771527951715,7
40718498.5194772,71515859.4344737,15796006.0336112,8370.54728999827,33809.7529251307,28660.0259239965,12709.2595922208,0.291719613616179,0.466185627408719,1.27629898687411,8
28249711.0843159,23787861.4198598,-8772948.58912968,7773.62370069139,32739.068496028,22485.783700919,18513.7864583215,0.73793950956043,1.38811298277419,0.589143088384394,7
79454817.3664017,67104798.9669141,-15931641.3317978,8306.78211127315,41043.034783045,45219.8008271065,13784.2437088679,1.69080105800437,1.08080206892013,0.779113707961652,7
40454342.4323063,49474748.7216758,-6700370.06799211,8280.85330809746,35680.6303881761,28441.127078227,12286.5578796598,1.74102648438038,0.254044512021993,0.863280785630674,9
84382476.3408603,86540955.9287192,2473458.68532494,8069.00449941959,50913.2442815841,40175.328281485,13896.7705551817,1.27805091560177,0.732738388236779,0.994715420224785,8
38668230.19452,110715860.690919,23046031.6733232,8681.82669078992,33201.8061661917,27302.6502895569,14480.8437477223,1.74633698551513,1.34217033563565,1.40388642202458,5
51824686.0830576,126171025.827082,109799315.334973,8490.35953891883,32954.5559280072,26542.5627153325,15390.2600152619,0.941896429769891,1.09239542398652,1.60584835173132,3
27931474.7661401,60946019.9509601,11999829.3194378,7667.3680340834,32072.1668557608,22899.2244658948,18803.4042054031,1.08049188685594,1.39583624224272,1.18484721870017,4
43040483.0891639,73652901.6229208,67094650.1318624,7926.28609064315,31409.2594817583,22082.3532504213,18922.5857851116,1.64688239094612,1.48251603480913,1.670078303578,7
