max_discharge_sum_r1,max_discharge_sum_r2_1,max_discharge_sum_r2_2,max_discharge_sum_r3,flood_sum_r1,flood_sum_r2_1,flood_sum_r2_2,flood_sum_r3,HW_inund_uncertainty,bridge_scour_uncertainty,travel_demand_uncertainty,restoration_capacity_uncertainty,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,GRNN1,GRNN2,GRNN3,lost_trips_costs_s_r
0.48473710294155165,0.6846605748247588,0.22594459726281177,0.5208399645327716,0.6996664022781437,0.36308578124149726,0.3621342118214372,0.7585089168077117,0.49724233714408983,0.6355955067541003,0.4208184256665385,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1933226469565954,-0.07699007432765473,0.12991939309027728,63906033.4899098
0.4780233310962386,0.6916897186021889,0.22237943857137238,0.669620051448502,0.7011282306395513,0.3626093255897937,0.35957129398911847,0.843558700500973,0.49704528410802196,0.5065389180020433,0.6277375980989268,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19883794498006807,0.0710750835161599,0.204456766807787,55359791.4622065
0.6394319330683009,0.7038801891663402,0.2125054347566409,0.4031716025768593,0.7767773354171266,0.3611068416721832,0.3524240203696823,0.6875309887114968,0.5228465993425988,0.5291442301910988,0.582657282743767,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1690800355245089,0.053519583684156845,0.203815169974076,59332912.5098705
0.4321090636638839,0.6959257316093834,0.3918841918895322,0.37519241717899465,0.6700930818703796,0.4671869095510022,0.5399546894861667,0.6464912075349131,0.508633869140793,0.7048339452742586,0.5398380635569832,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3686625124165681,0.012103059485971313,0.3009060823805321,94212106.1459794
0.5083048095690824,0.6921629138610524,0.2928157062099995,0.4851347817060908,0.7095167058022245,0.3939751608787278,0.4659399497151734,0.739319496330559,0.3803062574347022,0.3920932008268584,0.6798599035551268,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2887786495585816,0.15585116064969318,0.322593232231334,76321454.1883622
0.6731292909210114,0.7026351327765166,0.2211861778668551,0.5547590809567473,0.8069797881421842,0.3594792811439435,0.36553265665098367,0.7740348221456076,0.378650289306777,0.7688733876633693,0.48304686704717265,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19869346465510002,-0.03396135928775065,0.16890759321929757,76162964.5964274
0.5489153928689128,0.7013617914121197,0.2627475913797565,0.5472007834459133,0.7325336289572644,0.37459282505422964,0.4318555559206962,0.7723332992237898,0.42535688720076636,0.4123246438485692,0.3523637982046538,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25013279513316844,-0.12485682966985326,0.13125282981706937,32830011.8404119
0.41528164273183127,0.7266808497249526,0.23838097207736902,0.8103590065825236,0.6680560444211938,0.37851506583537364,0.36936293965954187,0.9175662630027973,0.3092672462628927,0.19718602372389163,0.6568418155354021,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1929796326965778,0.08575661210905955,0.19155947502381557,71389907.8441242
0.4809800731696411,0.7027698019841706,0.23290391172212307,0.9010545489479314,0.690208191086917,0.37123368903655163,0.3636104389485256,0.9599865558224532,0.4710541641165644,0.28862008486118446,0.5190011943263094,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19167057915976665,-0.014778736066654058,0.15072823523360454,56818034.3104886
0.5151857081735116,0.6888400757121146,0.2564421271137145,0.3729595058122731,0.7097479540492516,0.375203242145614,0.40002887833366485,0.6554095524859165,0.4161178788027629,0.7010512050369997,0.638638634859105,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2416138558701663,0.07377848260122795,0.22237168110078925,61532735.1918419
0.811149269245095,0.7258668022753865,0.2732773441385027,0.38442182943445774,0.8806850583953083,0.4101175344183236,0.40734315413241645,0.678613588525907,0.3644668142327782,0.4270186614982021,0.3276349104037891,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2368335058157888,-0.180749395302958,0.11387644460325795,33801380.5887723
0.502472129626375,0.7041409294356445,0.2894821735218647,0.5099602365821955,0.7083752300575819,0.40233946477566773,0.45454595953676796,0.7519091627222466,0.44456561343175555,0.6067478348910229,0.4321887747983886,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28103738646658466,-0.0806148574009672,0.20501287996506087,110429009.609689
0.416588144373894,0.6782865634686794,0.27876192581213804,0.3552406794614848,0.6614564531523252,0.3965162069962979,0.4371815143570636,0.6268620629432867,0.33903149596238236,0.6063968827635765,0.4010168689708213,0.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24609681988198803,-0.0904428498141842,0.1296185671374914,39673770.4353686
0.43771228832155307,0.692407682995931,0.38072507838842257,0.5122878677490468,0.6777956697086527,0.41490798669968,0.5675886872213122,0.7561854118905903,0.4425007457857739,0.27736245977538154,0.6067088686401043,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3549215344450822,0.06617736831197876,0.25602382755135944,74829661.5342936
0.9607803973307028,0.730303161086121,0.36176150261765233,0.30699313163066383,0.9690669816169937,0.3917640831115666,0.5637316160424257,0.5988596736389269,0.5753492073708795,0.5771554329348184,0.49044543152717773,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2818259423594816,-0.033189536499399465,0.16017872816139753,47356995.1426486
0.47613406647411316,0.7028917739570333,0.288765282745984,0.542620415772991,0.6943369424209912,0.39874755272091894,0.45273322922111925,0.7687672556947728,0.5119021612235617,0.49287159716415535,0.5562856173148785,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2913215606160354,0.016640196074468067,0.21099869084542552,60855277.6039375
0.44135460074699845,0.6940223975028893,0.728608593027228,0.5222937793593326,0.6730642334987389,0.5371256772146279,0.8909924878241954,0.7547985073767838,0.47191034996498166,0.5316033321387931,0.23820645881869973,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6243788537621288,-0.5322958786549508,0.36859792619659304,111940972.64648
0.5020132672513307,0.7058898764463812,0.1979196962251383,0.6530403749498243,0.7125444253657497,0.35929094376797593,0.32362987614648236,0.8335584248763768,0.47633619116328246,0.8351381569960757,0.40740496695608813,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1747424399191164,-0.07780492384007727,0.11820529237970491,30001792.7470466
0.4524581295037294,0.7040815921801334,0.23339764539701421,0.9031748319754066,0.6758551158318041,0.37166566539700857,0.36392020264993036,0.9606531510854591,0.5253414435458377,0.7462224809018628,0.29662153312736905,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19035976175516436,-0.1385179179138975,0.08885731707118896,24622056.3503094
0.47306822452335295,0.704898757327858,0.31737281143468044,0.5734253820501828,0.695212665337951,0.4101449688981421,0.48601358840509234,0.7874527972405728,0.52246735373189,0.45027510529856785,0.5926695473371715,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2960343794261405,0.038700689267005726,0.22369121896945232,70981493.0221241
