dir_costs,lost_trips_costs_s_r,traffic_costs_s_r,max_discharge_sum_r1,max_discharge_sum_r2_1,max_discharge_sum_r2_2,max_discharge_sum_r3,flood_sum_r1,flood_sum_r2_1,flood_sum_r2_2,flood_sum_r3,HW_inund_uncertainty,bridge_scour_uncertainty,travel_demand_uncertainty,restoration_capacity_uncertainty
23820504.344834,23393278.2134129,-11540931.6436328,549.420041228214,1584.96022074371,1709.49675350106,808.27945881408,8249.88203163445,31009.3736762084,20035.9765825487,16693.5790147671,1.17214164665368,0.489324619006669,0.708071061317327,8
26284267.4927804,78341481.8101425,22140124.5540069,458.796665284366,1657.34996997356,1772.1029191546,1121.02338154483,7749.78152458929,31012.2255929606,20723.2725880464,19527.1528375278,0.297034743227204,0.991095121387583,1.35208567407843,4
23388243.1869597,307466998.900845,219649087.652991,790.846633518663,1644.6359246797,1674.84620348234,476.886525017249,9438.24692640686,31015.8754001565,19706.4039767897,13628.618434009,1.2482208073388,0.444113139283982,1.61891418604329,1
23726240.8186929,34950773.7679576,10605474.3548861,527.156989007868,1660.0219344086,1698.18704793934,377.243234267917,8051.70013475791,31020.094810412,19787.6167033441,12115.7983906695,0.758314732872241,1.71363988233385,1.23966898391956,6
23038835.5262424,42855962.6152853,34315382.8564883,624.966815587458,1661.98707206274,1747.38199953997,381.014632994927,8430.0695279194,31021.9233148016,21231.9085414447,12156.5400448302,1.05750552955195,1.42813021148557,1.46046149538984,8
21854559.7993492,33666472.491517,-19225937.1912669,541.132167827941,1664.45354432476,1664.83687824782,376.520316232283,8105.20818914473,31024.3541136374,19533.2604807762,12106.7639356111,0.830647189867914,1.42113703284809,0.605107070971445,2
24679895.2006759,73719135.4497302,39649406.2141727,586.543182950392,1647.7095785382,1684.91464803898,870.228269178279,8456.2836275124,31025.1697879291,19788.1743660184,17574.0402583203,0.963771434447554,0.386354827623198,1.49351840832799,4
22676737.7122419,43715274.8880773,15430850.5512586,825.094557341682,1654.63514734099,1665.84653808598,486.662449170727,9625.439001085,31026.83239826,19563.4205219942,13716.9640977961,1.14925645321707,0.384580746472345,1.19229504945134,6
21773133.8905372,22871062.4107126,-1390217.50675224,540.08241320231,1664.90451363671,1664.94188008983,376.518762832588,8100.32050987516,31028.6442454204,19532.3907988451,12106.8142307429,0.608403448872098,1.62600994912512,0.900286713381882,8
22052007.352876,53827602.6081446,1202947.03033819,529.396356766761,1664.97585703041,1665.09693085024,376.51876242601,8059.26026565558,31029.3936027551,19533.6452439258,12106.8246867892,1.13097108617504,0.842660503141363,0.980306839226532,2
24496047.1795511,52925481.2482512,26078183.4472766,427.813228856388,1663.80072603287,1663.80085709607,1206.56770372549,7625.43593456666,31031.4686671221,19542.0546271781,20077.8414813313,0.978543039727662,1.39272826140123,1.47365687669024,8
23086360.9505577,26927745.0563413,-21713356.1154127,784.947949329032,1656.60555208918,1679.95312649444,504.749476087951,9242.61722219782,31033.1677822217,19695.6291768227,13852.9779642226,0.964302299299824,1.40631964681377,0.557627183523902,4
22232425.7884678,43526010.3370574,29980533.0968528,728.216774141978,1633.53569928481,1727.55310040917,376.527041051749,8953.37177198194,31033.777166212,20399.4568671544,12070.6832934914,1.21017059364079,1.72507876672176,1.59579698242589,6
22075901.379016,37847168.9400813,23907500.2374337,543.658052426267,1665.20468985023,1666.14116646845,377.76008398112,8114.06588204624,31036.4242709312,19544.435703191,12120.0397396345,0.854544234669589,0.901962770364074,1.26703616037451,5
24258810.0992403,174612440.701495,66749014.0333291,547.702792492316,1664.11530602717,1665.05342384533,914.503624670093,8251.41986422054,31038.5192102628,19535.8906343762,17969.0647691322,0.398784583649,1.64230746086622,1.41785326897167,1
24109939.6011148,62609865.9835491,55194961.8848365,600.527357652482,1597.97208324394,1828.74417660058,560.842497734705,8462.0685415623,31039.4060576019,20914.2579759586,14597.9815559267,1.16983910249145,0.99236157704568,1.69782830364163,7
22686784.5891134,73022602.5620702,32356398.7935784,864.351987396123,1665.17784941882,1667.8099288784,473.934333877167,9886.87446450535,31041.5817201693,19560.804024814,13673.4984657121,1.13807973513229,0.710322902975477,1.61756595454939,4
23357949.8321354,35904422.3895236,2548529.95239766,748.872524654474,1647.92301987167,1667.62096791765,511.019638082256,9350.27437161289,31046.8170662639,19556.5606383978,14029.4572785092,0.568439032031435,0.512468265642442,0.99258646652053,7
22351684.4998844,45374864.0910979,60529632.2877524,845.450776659016,1667.21322695566,1667.21325411191,389.721753863154,9826.9446085603,31051.0721268559,19545.5828109822,12250.9339710157,1.05411761284555,0.463327352963513,1.63446899395019,6
22125440.0982007,47211331.6527219,66043869.2283998,563.142805907106,1667.26810413342,1667.26810413342,376.518768284277,8190.9140253556,31051.469741633,19545.9071838025,12107.1619054352,0.54161110188287,0.975495152582223,1.69906390870189,6
22040949.7655853,32520198.5642139,3248057.11503559,563.142805907106,1667.26810413342,1667.26810413342,376.518768284277,8190.9140253556,31051.469741633,19545.9071838025,12107.1619054352,1.1735017355158,1.63310423427269,1.07262872601111,5
25343996.8670458,67298199.3547262,29707968.4488739,543.459190168889,1666.89644849614,1881.35227492795,376.518763858938,8113.65208865213,31051.8689342638,22640.7618121153,12107.1067864669,0.863233894689142,0.65637300194833,1.20830742872456,2
22512166.44872,31707458.5845276,13290438.8326994,785.216727630159,1666.16010250634,1669.83338664899,377.688215847982,9447.99699676898,31051.9628063831,19573.8573325474,12117.1780265877,1.46841384080676,1.26705940048121,1.17565370092112,8
22430624.4820508,36493432.9104507,-20408558.9824345,785.216727630159,1666.16010250634,1669.83338664899,377.688215847982,9447.99699676898,31051.9628063831,19573.8573325474,12117.1780265877,0.373189542231743,1.43557736357104,0.672790808495057,2
41064231.6518521,40916721.2731362,-16640476.3924519,889.952776505621,1665.33331213013,1734.02745119829,569.863876201875,10003.9686128183,31053.7773179227,20269.5391310751,14695.6608346601,1.05807320373876,0.755373114414391,0.752566080198807,4
23821604.5208243,53386174.9212692,53245081.0430639,638.350504601322,1629.01560459079,1712.18491004456,612.850005008994,8677.33711199043,31055.83386434,19973.415002533,15089.2632817886,0.877454266989419,0.517278292029321,1.47277526444011,6
24147408.4461997,104039219.162761,39336284.4313604,445.982962133661,1666.34352720161,1668.27978829262,1084.02824952766,7683.58876782167,31057.4670453219,19552.4338892679,19182.3112927105,1.3484859437261,1.03112044461143,1.53854159119967,3
22673950.9123265,40226364.187438,11093366.0936171,826.321462712057,1658.00446989987,1669.37013346146,483.159310384856,9624.01915224176,31058.8566961275,19558.8335264839,13639.4995571317,1.33524679180796,1.63636098661826,1.19531491063219,6
22035597.2382538,30002913.0135804,-19740397.9906673,520.647542495441,1668.13475338433,1668.13475338433,376.525144414801,8016.93743831338,31059.8214159528,19551.0519894848,12107.3547205974,1.08723681346695,0.573471911072475,0.698136901841026,3
23091736.6230478,130758330.641157,110642284.434176,828.912668338966,1658.38017129066,1669.66089722538,482.93930539911,9641.59548896737,31062.3677830089,19585.8490979792,13643.884866975,1.50916344805004,0.77167420899385,1.68471807428516,2
26078144.3799782,95807844.6008723,13786241.339116,461.137138804134,1662.47606455545,1734.97437645628,1110.49407660477,7774.33355432702,31063.460753731,20425.0829044877,19423.275018276,0.280524856632011,1.05196238154638,1.10005879568708,2
22282006.6395388,33888617.5134431,20840116.1338341,532.41424501393,1668.51985995995,1718.04544728675,376.51876271855,8070.98510403256,31063.5411720886,19882.6628497792,12107.3459064663,1.0329535508352,0.561460276300082,1.21930364464764,7
22272606.7542588,39513571.5462641,-28508224.9665372,906.69684004291,1664.32346495449,1676.25239504908,376.523140578792,10177.7447559051,31064.9199279004,19712.500610977,12106.4301615008,1.59255755491367,0.513120681548363,0.681360821421773,2
22312105.0872963,40514167.6702635,40376910.2628254,541.922013183003,1668.70580784753,1669.05494665886,376.520338396214,8108.36279170308,31065.3906553508,19563.8362108572,12107.3894837939,1.33203383297218,1.27498866851186,1.51838233917915,8
22266441.7935421,35395136.8968178,18041977.002302,778.284747615327,1657.31669753667,1671.16089930373,377.50566732763,9165.57969857846,31065.9852296557,19571.6205258478,12100.7076675447,0.728461793148278,1.05299389073001,1.2441896461747,8
25651282.9672676,113332647.133675,51241246.927254,429.338334932109,1666.99470747614,1667.02737022325,1152.65696221887,7640.16860173643,31066.318723495,19574.7234137341,19783.2201371808,1.2769918619119,0.607041061028357,1.40419281306477,2
26055644.8964599,35743831.861908,-2976048.49055262,616.754801820121,1616.03040843792,1911.36471674745,596.835622916741,8554.70337164775,31067.3318764043,22663.3260447071,14946.854967845,1.30902972070602,0.563517247126356,0.897247949835181,7
45534219.1266107,49501559.3772141,-8531066.00065271,527.922856203527,1604.35848766399,1954.10017722615,444.591863996173,8054.03022407182,31067.6033154913,23673.2915428769,13257.0074922963,0.47421490847229,0.395982017124847,0.865431736242807,5
22432700.1478824,63147988.1290116,8860020.28685426,528.076413050016,1668.89771364085,1691.9410442712,376.519708078895,8052.09508441086,31068.88019634,19796.0106982789,12107.3934760981,1.50155591615599,0.561413687644381,1.02624276138165,2
24991497.6868035,119648073.10966,-39783102.0466853,535.134779076842,1641.64498804526,1723.40203963717,824.534352448166,8165.15926672425,31069.6379116554,20169.795010335,16908.3558829479,0.617901035524605,0.428632886984245,0.804119667076862,1
22562458.2977522,36731644.3605069,5608405.1261168,777.654144114929,1657.66488831913,1682.28573899993,402.872275260877,9197.18262331924,31069.7052799381,19705.3288302672,12380.1133988667,1.01197151023046,0.39548050811572,1.03813758678054,5
22169905.4727404,31105735.4166626,5258064.50320912,515.984616894114,1669.18061211088,1669.18061211088,376.518773618502,8005.876117829,31069.9792372478,19557.2413573732,12107.4431796724,1.18865013651684,0.796472240994591,1.02407585475882,5
24089491.0474543,110077665.734189,35421695.3394275,625.080588159817,1661.9350204783,1687.17007795813,783.60150106149,8602.2987769814,31070.0694360419,19788.8561534767,16597.9436761334,0.909157022798729,1.59960409775844,1.34532793670226,2
23848946.246125,57309149.0738154,42795134.6934917,519.654785025812,1650.88820659342,1722.03678807099,721.452624355576,8069.60088757658,31070.4259054511,20133.1455515971,16224.9185047903,1.46026456897846,0.46305925485458,1.59434803456612,7
22191650.0558856,23494301.3095502,679994.707664719,538.254651190155,1669.19628327583,1669.618173382,376.51876415532,8098.86187478993,31070.6255336963,19563.5436615942,12107.4453847767,0.332485719069145,1.65148048261389,0.943771900452198,9
21941758.1369371,47151915.8935598,4598137.9567372,538.254651190155,1669.19628327583,1669.618173382,376.51876415532,8098.86187478993,31070.6255336963,19563.5436615942,12107.4453847767,0.678602468165015,1.55513853605751,1.10898301423998,3
22178957.9256408,20385547.9845602,-8963772.80564698,557.777037185452,1669.33577972098,1669.33577972098,376.518800578196,8183.83116604015,31071.4769520462,19558.1614562533,12107.4663200567,1.1002281103764,0.415194799225157,0.745632219927512,6
24579386.1570668,117445810.707485,77627427.1571718,535.067594318043,1655.82922547967,1691.53395691096,687.038959588656,8074.82123372681,31073.3585592256,19827.5763262097,16101.0157119159,0.26586129671151,1.36796433209766,1.71045115167473,2
22955751.5685258,43863242.7926868,27895234.892877,637.7484843987,1614.83830349753,1724.85196842476,456.955077744092,8589.2044565992,31074.23185882,20105.7967087458,12927.9587373472,0.558466451897464,1.63114185731729,1.42262820294328,7
22015753.4057088,64732889.2848528,26380329.9793245,539.384721937972,1669.74966042013,1670.20440488283,376.518763878927,8098.55076640227,31075.5139472526,19565.4641252942,12107.5267232845,0.400319615345563,1.63116900723685,1.58566473485084,3
24371378.8242026,44356684.7188081,-5527109.59347189,700.515476318705,1665.75652281185,1673.41624540975,1062.16510024852,9141.83104884066,31075.6752202932,19629.5778056913,19076.2964116824,1.2627476012824,0.652806073240958,0.881474889198037,4
22807316.6144359,28793797.0437613,227319.297882483,852.668231964157,1649.55406672407,1677.62289005427,434.640135035409,9814.50837477803,31078.7318489033,19729.6960387327,13004.8111119409,0.680812675449773,1.10397796278758,0.938507315931162,7
22864598.4430017,25973960.3668834,-20501347.4480887,809.671576238816,1668.09382543617,1668.47038714256,420.690793097499,9242.20413393038,31079.2220488055,19553.0475892482,12999.8113711705,1.62082943815084,1.5848510124313,0.529103820731876,4
23743103.1302503,110664956.923209,68158471.6829854,824.093087231488,1668.61244054509,1676.27853417454,594.035553193595,9853.83473026549,31080.6039964188,19641.181643905,14922.2187202717,1.4415648131061,0.632993067840101,1.63566336062606,2
22251171.0298336,50895063.2172778,76769612.7844341,541.925778817273,1670.39521287555,1670.78287288665,376.518764405555,8108.51853693486,31081.695556192,19568.4853107779,12107.6648459553,1.45476643252728,0.362160282346964,1.71946008636033,7
25494984.7108997,51316805.1505087,33066947.770945,563.975295617722,1621.31550887429,1749.96186176141,621.688655106867,8297.43987146066,31082.0595847779,20225.0353860866,15150.0568216129,0.497049618797482,0.670134708284844,1.50315732423746,8
22656745.4318883,74227918.9661031,19757006.8794977,851.803618982346,1646.46679785462,1667.40823062221,434.518966075413,9810.48893070022,31082.2568618225,19556.2651044348,13003.2052125578,1.49069327771693,1.3301781704007,1.31593512927911,2
24221890.4173819,44622766.4032977,-1506991.62915711,543.57233626765,1662.63419875019,1672.74653320871,681.214282290141,8252.74423793703,31084.2094651662,19589.4824481012,15896.1441214832,0.613422335047032,1.59594028637073,0.961346604086753,4
23965507.2343963,69743297.0514517,68474897.1242159,543.57233626765,1662.63419875019,1672.74653320871,681.214282290141,8252.74423793703,31084.2094651662,19589.4824481012,15896.1441214832,0.714999056861432,0.392067673617548,1.74248353156805,5
24429155.1137271,79889612.1327987,34834537.3329044,427.590180048007,1669.37252144701,1669.39651557823,1029.13277521488,7624.83741224534,31085.4531760613,19580.3197759525,18917.4919096139,0.690059891605295,1.46098951371632,1.74312667740662,4
23136968.1289739,42886899.1512056,2365629.64280073,825.275613225001,1661.14659539211,1672.8941034281,487.056381555736,9615.31552320905,31086.5301202897,19588.5720846267,13724.6909024907,1.14436855464648,0.405765567124402,0.990797491396796,6
22230480.9019433,60892626.4638814,31963696.8331736,538.474388710003,1670.89532911599,1671.31867285312,376.51876754888,8099.83645759663,31086.8660209403,19574.3294538743,12107.7310594467,0.590038782445454,1.71955677997749,1.66891490502225,4
22191058.4635488,19305312.9490197,-10184826.1181351,538.474388710003,1670.89532911599,1671.31867285312,376.51876754888,8099.83645759663,31086.8660209403,19574.3294538743,12107.7310594467,1.58715007419401,1.07157623416648,0.708195884898108,8
21964862.0833418,63892161.8928099,31388558.9810408,538.474388710003,1670.89532911599,1671.31867285312,376.51876754888,8099.83645759663,31086.8660209403,19574.3294538743,12107.7310594467,1.00040669595596,1.69043649063011,1.53029035858075,3
23888917.0060283,43725238.0630355,17663752.3111738,610.861743555157,1669.51415896311,1674.57079167971,680.891146216256,8508.03530260921,31087.490010092,19594.223027481,15717.2574290062,1.13469628228476,0.408695673202879,1.20863729268057,7
28311194.5361135,33356901.9100413,-2748988.36091137,532.718284330235,1671.05184759792,1731.421247141,376.518762719539,8072.30687580095,31087.9188922893,20604.3245870588,12107.7519307591,0.600805168450532,1.02424121803248,0.887054171874773,8
28001769.5307554,59632033.3898661,5261421.50002221,607.680819177016,1616.10070745844,1707.47677184701,381.357905604463,8608.99863984622,31088.3261027852,19951.1827259812,12105.6250070233,1.07511755170644,1.01174488195564,1.03244924502027,4
22436288.6696005,68726319.4278995,34222572.202353,828.609749168517,1654.54555921528,1683.1387343149,429.657965886229,9681.57360735443,31090.3024306195,19775.5487281201,12888.5317083253,1.54317170258316,1.37543942214742,1.737564719114,4
22716693.7146862,50288605.1215072,107869978.88302,547.090049737665,1665.35257249538,1713.79488367018,376.52263527041,8130.14837983321,31090.4160050875,20057.4911942962,12106.2952252333,1.37551731427074,0.258876000282847,1.71503535447481,6
22204296.3325176,42802611.5585819,52184973.819632,584.900582531716,1670.56429702146,1672.19150001106,376.526591230692,8311.57407507417,31092.289086296,19584.0002420525,12106.9107013228,1.35009626004342,0.796600002002653,1.62558043125355,7
23542318.8807712,62873215.2668014,29403496.6094789,928.59109334458,1670.13746200922,1676.49105517743,554.255097950527,10295.0525636535,31094.1063214794,19728.6754361471,14553.6727061275,0.627445905362101,0.9558787265455,1.51606853818791,5
22855572.2592583,37498764.9803686,24445573.970334,846.106114648765,1651.48429816058,1676.5458001411,434.470457257231,9767.48114396155,31095.4289778429,19720.5888799306,12880.4776018508,0.805997323083009,1.06037970810574,1.33655194083708,8
22600667.7100526,56333353.4906238,23351428.457575,766.422539008979,1652.71733142183,1672.55057668764,376.526784530839,9104.22573477775,31095.439278322,19617.6693765819,12082.5604285356,1.58553430501293,0.60183740779755,1.38945301579153,4
22569820.3825389,26513685.153159,-5215461.59125109,600.992636086527,1670.43340581694,1685.53938198563,376.519045515177,8343.87880822155,31095.4754231581,19845.2820057893,12107.6592489504,1.04404899718247,0.474414611700723,0.853645791906688,6
24613911.4881416,53624275.4882148,-1408509.07923488,561.272367886017,1652.29122566472,1691.95564708849,807.097690501378,8353.42618870642,31096.8683471455,19850.7850150599,16954.4455546914,0.727484191534368,0.916383199648297,0.955652314806224,3
21821801.706625,24729503.0532212,-1123286.69228859,532.045346662513,1672.05842498047,1672.14806958632,376.518762693582,8069.88069060491,31097.5904018622,19593.957486619,12107.8855704372,1.7457984660652,1.28176755877451,0.897843223309673,7
22375715.7162481,47496944.4595936,-6181354.70764193,667.072959037053,1671.70768024882,1671.7077940972,386.317189154026,8631.93696338232,31097.9713473048,19596.72936599,12207.3589839792,0.533829741819274,0.816859693766805,0.89091920811901,2
23755527.9143519,34033116.8159531,-24755534.3169807,454.06089165973,1669.39865784332,1671.86816638969,875.828832812666,7727.31603966281,31098.0973997974,19574.4162613977,17654.924158278,1.21659627983287,1.6190997517873,0.521392797284892,2
24475331.5352239,78370171.4564644,48783833.0384006,571.931066244843,1672.15602388278,1846.85493116337,391.513989403678,8218.27120099776,31098.5728511282,22334.6901823117,12270.2610129053,1.43100997297635,1.38091487596901,1.4594858448837,2
22885070.0332727,23559457.5286491,-7594741.73141408,780.465652974136,1663.03628866303,1674.69335178202,487.96552174835,9137.11891557369,31099.4916393884,19708.5350899634,13633.2910312253,0.676647158461068,0.83148507536549,0.76139669810007,8
22332731.2883259,35834882.7783014,-17153663.2711054,809.782007771074,1655.17589070221,1685.16160198063,428.630254712733,9542.01436861977,31099.9710497895,19789.2386235688,12634.8250289774,1.04561105369641,1.73371099622415,0.653988744189531,2
22280916.2366448,61500483.4584457,7243660.9375377,542.184094861598,1672.32919013272,1672.71829851321,376.518771206204,8109.5061656693,31100.2062221871,19579.8992499015,12107.9217101957,0.951766669771491,1.12192447694788,1.12148325888315,2
24792365.5587936,33444282.045313,-99050.7559299672,616.149535850542,1617.49061098235,1851.08597700493,570.763826744287,8551.86924561206,31100.3492070576,21795.6682723919,14683.5437767963,0.801253150538619,0.56386789886494,0.945737284709479,7
24047248.8567964,86090722.4212068,47112003.1851129,603.089891323907,1611.7086716595,1784.34471133011,623.10837141947,8518.37092398852,31101.5806553814,20588.6817431643,15186.0672160641,1.72641969571229,1.12962107880839,1.60776167487651,3
23947006.1447646,54980418.3080611,23657566.5873914,541.461912131872,1672.06637443881,1750.45876205909,379.445915729995,8106.78099999414,31102.6352730682,21203.4484786526,12142.3311631201,0.986206946582207,0.975339263755561,1.26322790719721,3
24403808.7058471,93545098.4918313,31231311.5677886,822.118154637652,1669.84425310338,1822.76912868498,591.291466950122,9743.21749003651,31102.8819334512,21925.8375339028,14892.5857595708,1.70291898817998,1.09897487153972,1.70636927421022,3
