dir_costs,lost_trips_costs_s_r,traffic_costs_s_r,flood_sum_r1,flood_sum_r2_1,flood_sum_r2_2,flood_sum_r3,HW_inund_uncertainty,bridge_scour_uncertainty,travel_demand_uncertainty,restoration_capacity_uncertainty
28329101.406293,46750078.860613,10426377.9960736,8652.68372895941,31772.4195836723,22817.9489361733,14828.4419805197,0.646491606217824,0.338691272191105,1.10737163805216,8
22562458.2977522,36731644.3605069,5608405.1261168,9197.18262331924,31069.7052799381,19705.3288302672,12380.1133988667,1.01197151023046,0.39548050811572,1.03813758678054,5
26226547.4014143,87467558.848176,45203039.6778116,9285.13762613357,31937.7692985504,23208.4546475829,13804.1319060688,0.94286421923222,0.816996789085999,1.3082859012432,2
52873732.4136446,32112098.7245818,-17422847.5506441,8724.18084719149,34006.9286587042,26280.3198760299,14271.342503218,1.61013656809629,1.08802174147406,0.646026043824923,8
22446233.9361455,24761634.385432,200875.869477849,8249.52895558835,31260.3350265997,19812.5910958736,12471.3282043833,0.798909443975659,1.49508530985905,0.953563740919908,9
33976394.2756486,71897565.5660262,20503712.714459,8330.06839778694,33202.8370152203,26689.5479042939,12044.6819520907,0.271584020287869,1.29323902999759,1.48591116604413,6
25682827.2207537,60929544.263084,-27819071.4027371,7876.6054913397,31170.4439808519,20008.4984310259,19330.948872533,0.383771961774461,0.558705894991781,0.713065555666133,2
32366785.8346194,94587783.203535,56904486.5634152,9573.14923471841,32535.588370304,25187.3570316906,15513.3948719372,0.961107200129564,1.08313133582,1.71481687159584,4
69811784.7790782,224120140.490741,116400501.438478,8056.67265794333,31890.6012706834,33897.9124733982,12463.5585150049,1.36445730392766,1.24322665313135,1.68125590377122,5
41183802.6078259,90972449.2903176,28159832.3189221,8334.20135062246,35099.1253888257,29314.5331341252,15805.6652686421,1.44238001873393,0.9336310298306,1.50278779629214,5
27640299.0904015,60391322.0299585,54420351.8205148,8310.56574381306,31967.3891493317,22805.3822475518,16450.3179701717,1.50420195441008,0.283004781990392,1.51699649386772,8
37391073.0859905,123925251.676764,56459113.7123754,8448.91696271568,33604.5242313501,26730.9622711128,15314.1670388301,1.59384465183826,1.55249529429625,1.66787789539593,3
41878491.5208747,63259896.318658,2786590.07283463,10220.0307565897,31968.7586377729,34605.7287084333,12113.5021398035,0.60661772521099,1.30526257670177,1.02894474231477,4
21814137.1438995,38346815.4814505,17565708.2889884,8101.51750654029,30939.5634572326,19578.2196982183,12105.754438255,1.60125051152982,1.53080901104113,1.22409928227006,6
46221719.8863159,195397342.862738,-50486870.7945885,8163.17116777692,36740.3539064611,30158.7720391485,15436.5353681063,0.995002414441332,0.661609422004931,0.805846077569048,1
41485534.9095049,91657660.6768195,38738508.2464284,8510.30700238468,35509.6098071099,30043.3251430405,13461.3655603101,1.74656004384368,1.31457186452494,1.47843730376851,4
26028834.0955316,68484581.4374622,59029764.7921008,10871.7013750272,31508.9705308348,22730.2079301004,13165.5684295275,0.262856856336972,0.727053558010964,1.71591705616797,6
38972730.1593923,28417394.6292329,-21040473.8735185,8652.139303884,34274.7026262467,28227.7396312448,15079.2852261592,0.505637125685716,0.845269076928336,0.532979948557441,7
29367925.5538718,48855664.6429217,32241025.5655007,8098.99927208005,31589.8037813937,24141.9419094268,12181.0954785033,0.928334385517305,0.491172179943059,1.46077135005144,8
24538489.1835891,74686840.1289314,18408735.9479772,8633.56986042392,31446.6934721504,20104.6212466262,15645.1904972091,0.617313980350613,1.05260253003006,1.25257938229524,3
55196874.0275482,83393604.0589383,50627511.1465545,8347.07185183372,34600.598563425,27617.1748907347,15546.183060071,1.09501312244524,1.52807632806114,1.56690093976996,7
38258914.5603621,91098698.2174455,38522788.6741942,8478.96221137885,34285.1403081186,27553.329106547,15263.4188497598,1.47707179377593,0.820791935359882,1.43022713708637,4
35793632.9535604,242085155.524242,210416628.844906,7943.78262453433,34172.2131131593,26451.6140008777,12621.2504487251,1.28873216103616,1.28414793411412,1.58771701222284,1
29919217.5933336,19797205.4461981,-11147618.9975012,8012.6474697236,33441.8868746005,22591.1649761559,18586.355537814,0.63045181171905,1.59593500516408,0.483548799036198,7
38833567.8633166,117661708.373922,35886228.9045694,8377.63890966115,32337.5027271862,29644.6171897049,15936.1615410286,0.98312337532262,1.29933309595665,1.23839275097994,2
40028429.0490011,67675174.6411991,-27838690.0888422,7990.17106270441,35577.541553748,27763.2166225105,12722.167752748,1.73832974360232,1.25536220516916,0.713412446278399,2
70508857.8549556,98454383.3494468,27235481.9941792,7699.35083171073,46130.0742849014,33917.7461930543,12022.906600296,1.25972375802364,1.07918993415807,1.32375365501979,7
37383058.8703684,89115461.5202504,23315004.9730585,8323.95989012835,33327.5160993529,26835.6796375643,14847.4054815104,0.394151887024945,1.21512332447847,1.2091988648313,3
54092105.5263603,113027640.610356,24115939.229113,8594.51395192726,36386.7794051071,33506.1215414428,13869.8030091384,1.68831419526051,0.832987993096986,1.32308272341216,8
30694044.3267813,41829068.309456,3110800.77907642,8536.2151001133,32230.9174119575,24277.9747764724,15934.0105331559,1.14429522061948,1.53978046554794,1.03067227461031,7
62578404.3415036,117751976.522491,49070280.4661099,8272.18220896483,43618.5652272395,38290.4467462082,13261.0201661508,1.49670877898981,0.664079680063102,1.38875187133101,4
30904126.617827,104219172.795931,50164362.8599395,9279.95504702069,32150.7477368304,23825.8213374498,13694.4890293903,1.60604354598088,1.27439419443676,1.71607391843199,4
37329497.2446626,89600706.8145611,63715949.7759301,8795.8037253283,33770.8715094891,26581.639810147,13769.7417449324,0.647323542788564,0.724498863742433,1.74202996824172,6
28412854.8159044,66143629.0188041,22303197.2964443,8329.80756516661,32629.0806581535,22250.5904672682,16020.3630869213,0.936356093425827,1.66870119876177,1.65818767897348,9
24994938.1950811,55779235.6274731,20988909.812313,7648.26707063336,31107.1869570986,19571.9431633964,20014.7079173989,0.611669724229569,0.813107025014852,1.37186023085428,6
33664771.1052735,58316257.5794052,7331770.23576428,8638.1117952494,32744.3607751834,25848.4070623992,14766.1740323482,1.41529334971806,1.71207603683563,1.16121327736078,7
24676791.914059,82979082.1169272,26091020.9577228,8669.83262300864,31307.1992876734,19928.8281899142,16918.1625493175,1.33750943859016,1.56008529236047,1.45746068825924,3
34427433.2313231,28261174.2290485,-17384141.6874178,8250.01074408507,32595.0303347391,27711.0197099788,12049.4145450797,1.54089507298514,1.50950426809889,0.595348843674682,6
24878246.916571,42334747.9681589,-476717.948987689,9329.86835946591,31571.6180855685,21973.4619736392,12701.0634806294,1.64652147726772,0.308649924027598,0.94436361146166,4
34130163.2013763,58442056.1797655,1193200.23717853,8466.56349744857,32394.0594089036,26315.7837101385,15122.6705780579,1.24622911827234,1.59569066003571,1.00204361848182,4
28311194.5361135,33356901.9100413,-2748988.36091137,8072.30687580095,31087.9188922893,20604.3245870588,12107.7519307591,0.600805168450532,1.02424121803248,0.887054171874773,8
38231705.9380373,100381649.607511,-362443.956420255,9235.47880974784,33910.3083601294,27826.0446518624,13926.4881841354,0.608209533633814,1.2822097746051,0.957069177462027,2
35921381.0215512,89276810.1540036,21644916.9350726,9347.00623366842,34407.4912639482,27467.274064044,13583.02742701,1.60067093850965,1.00627241107783,1.28865146909628,3
22432700.1478824,63147988.1290116,8860020.28685426,8052.09508441086,31068.88019634,19796.0106982789,12107.3934760981,1.50155591615599,0.561413687644381,1.02624276138165,2
26682665.9522941,108275900.360576,44347194.3497747,8124.88990375074,32250.6167134038,22199.4924033862,19426.5424722227,0.995479139103455,0.456430600635144,1.34455146191616,2
50640769.7141917,72307875.9598358,-1129472.60353317,8511.85381417722,31564.2363715034,20755.4909580301,17086.7931977545,0.288402138907314,0.700031291123275,0.959279039767443,8
34786378.5487498,75029666.7577881,29970527.3651479,7935.48613945953,33565.931447936,26302.7693933182,12594.6562510467,1.52034175056207,1.16938808578077,1.5505877075637,5
26458724.3254711,50237641.6665816,14313710.6556273,8124.88990375074,32250.6167134038,22199.4924033862,19426.5424722227,1.31720753551707,1.58864930204426,1.24989669728575,8
38004459.9781688,41783283.0487999,-5448054.51363129,8275.6695731245,34655.7492280585,28998.7736968273,12662.4873557236,1.4899512008576,0.364936659590091,0.882647778453842,8
25913382.6514457,99485381.4201065,55946421.6208229,7857.15229705628,31289.2411086127,20340.1013249522,19488.6316741533,0.35065869192856,1.31262527722178,1.61672305533961,3
80064799.9668372,167304737.366282,-20985734.4338092,8448.35641482938,37855.2259931,38912.0059958376,14251.5633884998,0.251558334610752,0.380362297957619,0.862549963848037,3
23821604.5208243,53386174.9212692,53245081.0430639,8677.33711199043,31055.83386434,19973.415002533,15089.2632817886,0.877454266989419,0.517278292029321,1.47277526444011,6
34857921.5159151,57235750.3361537,16632008.2605637,7935.48613945953,33565.931447936,26302.7693933182,12594.6562510467,1.45244190661806,0.450398732448598,1.20084604082355,5
30821059.4599661,44324130.5763682,-4862472.64443309,8848.40181029541,31554.5234783884,25848.5468178971,14457.0937701533,1.01066168223339,0.809559363620194,0.878569405861735,5
59901775.2812233,69336231.594678,8597936.23815824,8921.67048486322,38796.9649903426,38996.0598958321,13893.644292475,0.313471188081896,0.58677939946401,1.10530390473383,8
97582397.3642265,79668928.5829283,-51849692.7167989,8094.14445010282,42314.7479331178,47598.9841187035,12285.5844713701,0.652562828688916,0.493365292987942,0.517106455140279,6
36634480.2874077,72577724.9866089,23206007.5303629,8720.21658270422,32883.0865575883,27331.2852773501,14232.7336172585,1.06490024373021,1.37028329622693,1.36327393122367,5
38777534.8414223,75853931.296592,10485818.7168968,8876.70318829082,34630.9908247138,27098.9695626564,13351.4757036967,1.16651393432889,0.837761761971658,1.06129915818168,3
43251218.4778528,57284738.1887015,-17850379.7024448,8743.75584276021,34839.7384985427,27646.7281986126,14632.4436290581,0.470461709595958,1.16707075749689,0.624485322866928,5
33444243.2693431,50554504.4881801,8915970.04895747,9573.14923471841,32724.8801822809,25922.8638080509,15513.3948719372,0.705589145272266,0.706388658633856,1.13817406226686,8
24731736.5018052,47814223.295981,16310174.1257393,7799.93244766165,31293.1027465456,20058.6088451852,17832.797884586,1.48714729647489,0.979606478423179,1.29752195101293,7
55941099.7436263,223857403.146168,127221133.38741,8055.62078014482,40539.3001189781,32937.7702588043,13073.4895179439,0.757455801639948,0.914060349951305,1.5202952303303,2
25787833.9149931,57410553.8280022,10172841.7040573,7900.91724719526,31935.0404384988,20779.5115137207,17897.552051095,1.47187318008686,1.46109564714802,1.20885931676587,4
25009039.6099624,50362411.7750788,-2903612.01629607,7954.75534365606,31271.9947387066,19803.9425227466,18251.8201312549,0.551195304532516,1.46662135548587,0.933974552263443,4
23947006.1447646,54980418.3080611,23657566.5873914,8106.78099999414,31102.6352730682,21203.4484786526,12142.3311631201,0.986206946582207,0.975339263755561,1.26322790719721,3
48322934.5592796,171036856.380704,55720435.7894043,8269.34599452699,36316.0982336673,33895.7224235975,12120.7997129745,1.58460176491273,1.01813730647292,1.31688188772654,2
36177984.7351475,63120397.6843347,15777979.8793096,8442.47751717663,32636.7730191481,26050.8149885728,16132.334817958,0.527762089492672,0.50784189291356,1.20526993822294,7
26496312.7398925,34173764.9786361,-6270437.34672686,8289.8017319534,32247.7359354302,22191.0787390109,19420.9770608867,1.05291865467361,1.39739718198752,0.831427589811213,7
44524304.7111343,58883004.9552936,2735904.86513681,8345.00762936426,35204.360586511,29441.1337561286,15835.5728335184,0.367077017695035,1.22903159404468,1.08054614562426,8
22499240.0339405,28223738.8514306,646565.085332166,8117.02523794374,31233.7980408207,19789.1238048869,12110.1156730778,0.46174901021039,1.30670595761935,0.973959123055741,7
34480553.2205052,57726303.1035341,4593922.09501829,7628.47135509201,34070.0183394365,24014.9643351742,18729.1009704852,0.776231542491313,1.22884539452978,1.09405992819872,6
84321210.4527949,129618845.465024,-2464535.10335446,8056.81601388264,50524.4753736738,39817.0276642952,13749.0605877736,1.22545146102075,0.628917594432577,0.96037257976376,4
28695968.6599481,29519676.5672631,-6439774.47789082,8734.6834495049,31946.6287580581,23841.7633657489,15683.7344551432,0.852672578918512,1.43037460267953,0.730721156499697,7
34651143.7598004,72434928.4199904,21902621.8603545,8239.27109440276,32616.5185860477,26255.9179325295,15874.3419553091,1.69615134932993,0.621523570135119,1.23282253137986,4
22340700.3754891,38357369.7449845,22787514.6336023,8110.37811516388,31114.3082280461,19588.686624688,12108.1721470316,0.487630381702394,0.781163660035051,1.35490125015601,8
28691259.441025,78242149.106844,38659340.5104574,8505.4774265764,32412.0186500517,22202.083952983,16008.6027181777,0.457006758679914,0.338231006161509,1.37711395471954,4
28376345.2878722,79008936.027011,-16869101.7950427,9397.60739097395,32043.9915516193,23402.8286935249,14989.8414643787,0.693803142585125,0.515393148633637,0.833830367419985,2
25273436.1250901,48068002.1673469,35992575.8411637,8971.84454198368,31545.2489964346,20823.1115851398,14495.6903727225,0.999511702634035,0.254331760646639,1.3400958318869,7
23296801.6992983,50901011.2589536,8008912.82723786,9317.05294171721,31144.990133302,19890.035606398,14072.2634851127,1.47935276577508,1.6147203544079,1.28295920754256,6
38658863.3404872,122765992.486432,21258936.2872613,8496.39405437489,33291.766055738,26369.3689407039,15420.0031087187,0.306403521426583,1.61710264374798,1.73994349317092,7
51096936.9660623,156272131.316194,-40370642.8359616,8568.02600538544,35877.240727764,32821.7979014381,13777.9122724693,0.39347738910006,0.550818692203556,0.744661926480916,2
26124375.2849288,115800179.415862,50898401.3800804,7663.72073454689,31221.008392358,21411.2292518247,19617.0384012193,1.12586731267501,0.558077531019007,1.37610027215407,2
24853920.6932142,67034854.9920364,11828706.4113521,8090.82127985358,31112.468613259,19740.3872016486,17482.0078060836,0.849800032980343,1.63917764639562,1.38425209609993,4
83358030.7804071,82142103.3031914,-34173186.6385029,8028.03593350295,48407.8500940121,37667.5022358634,13397.9236807706,0.253777241330355,1.40052918526428,0.595153385566021,4
28548842.5985242,27949975.1892487,-16288198.7096758,8031.13136090897,32844.9345134013,22531.4873389157,18555.2198599262,0.926075275345803,1.17921263579626,0.631109800159318,6
37047302.4278822,107740207.726705,36252346.634438,11321.9272026663,33505.1822188671,28952.536343921,12214.675643847,1.04706802711016,0.560914805456854,1.16705214612638,2
40759619.5760892,62757946.4107567,-655537.722412596,8184.96920956159,32685.2013223716,27553.2445271906,15367.7815534319,0.669402662598226,1.30066660852183,0.989004332700598,8
22230480.9019433,60892626.4638814,31963696.8331736,8099.83645759663,31086.8660209403,19574.3294538743,12107.7310594467,0.590038782445454,1.71955677997749,1.66891490502225,4
41774719.9385002,64144445.5455362,-5286108.82847714,8300.0667415316,34589.7994484445,28760.0157840605,12696.419347201,1.74023870449957,0.765557337893873,0.903558472649982,6
49166411.0677392,122410016.649555,39486742.004602,8561.52828334225,36915.4972107639,33716.0491039956,14472.4525718543,1.51056781809653,1.21614187169843,1.3535464183842,3
27166951.2214431,72908816.3003666,-2206591.58785864,8371.24295560922,32518.4657061804,22606.4931759951,16095.1797961642,1.17804933925417,1.36874134516499,0.951601694830691,2
24241616.4928474,52558174.8301438,-17960674.7343049,8005.46341408743,31144.1812614275,20231.5509538177,19291.4935495465,1.31943305973585,1.20127864484338,0.725307188869647,2
29193586.3322867,36495756.9749282,-3206819.25100367,8272.76217060536,32519.7922551097,22108.052042773,16059.3765331254,0.916479927895397,0.862195271337787,0.899203660830006,8
22319040.7265545,26713843.6608563,8225788.27619163,8101.32450713008,31113.4330221635,19623.7057808062,12108.152277825,1.20646169123657,0.858895435533445,1.09654492674643,9
24579386.1570668,117445810.707485,77627427.1571718,8074.82123372681,31073.3585592256,19827.5763262097,16101.0157119159,0.26586129671151,1.36796433209766,1.71045115167473,2
39200186.5691066,55970750.922749,-34795624.3665642,8727.63759926846,34309.8939888863,28131.5274812998,14890.9357872064,0.68339039771037,1.34281729896372,0.619624253082497,3
35604432.4511542,74691822.0088314,13096601.7446758,8031.03165540518,32114.3113675373,27462.9812170109,16307.2942838882,0.329235759219869,1.441547680009,1.2612498007736,4
29767942.2604136,98208378.1173072,34608594.412553,8012.6474697236,33441.8868746005,22591.1649761559,18586.355537814,1.70875515100529,0.674674887689035,1.27666058168877,2
31354713.2060322,54557130.5262092,-7567800.60340657,8532.38319713576,32050.2763557938,24259.9850216496,15916.1135607194,1.19723672441423,1.07129343514843,0.863355779728513,3
34255530.5499779,91264585.6817272,2676804.53980904,7957.47425182071,31697.5581028213,22689.6042324341,16366.5530689344,0.4119225959995,0.500486914114931,1.0469008876446,6
36061401.6799851,55363944.4319924,-1842135.36794793,8605.57408087887,32776.6372398056,26278.7686939429,14828.0773250435,0.926883304745604,0.971924609098742,0.943163550770749,4
22324422.4829259,42453000.601335,32008581.8228958,8051.26805281173,31180.6261868284,19746.5781060671,12109.3207292412,0.877181126170259,0.736524442755777,1.43729340808045,7
41020841.8338757,61351186.5989506,5840945.23692047,8285.45525390282,34431.696716374,28819.4179119359,15016.9170072747,0.436540832191606,0.553708746208835,1.09519377821384,7
34443335.399552,38567608.1100927,-5578773.5285706,8462.97319795983,32821.9162250301,24846.4404667728,15221.7684918147,0.30300120579132,1.69884903460735,0.814804505716118,7
71500001.0889974,110630134.660155,36996228.3519713,8166.58555022068,44890.3736031498,44010.1812241269,14820.5213545423,1.18626913221561,1.68078540962679,1.46625026688406,7
59005476.4820364,94281195.8065845,-34074789.4975473,8773.00640389149,38531.8606405601,37033.8438232521,12643.0633766373,1.61431945963391,1.07123493651166,0.685044634919401,3
25436755.9827425,57918316.7454638,16422126.415714,7674.27923154831,31387.7866594333,20083.0570385821,19630.7938976245,0.755881771095368,1.06416485418408,1.52030314273866,8
22917105.2096488,28413117.2965533,-10364556.3054315,8766.14658928337,31362.2764722989,20046.9804600609,12099.9511944223,0.899535413481067,1.17090659977395,0.733016732626281,4
24438734.2649911,48907479.6923201,8342717.52300746,8699.59937007981,31120.2153184536,19607.5526258996,18311.0053435431,0.897734000779716,1.40532845733653,1.26881113196985,7
25952692.4140794,21737925.5903103,-12736381.7208416,7829.05344139133,31985.3901417281,20852.6592013497,17578.0282288166,1.39675153333388,1.23446826257589,0.619049060911789,7
40283409.9601908,34344810.3676535,-16528652.1897377,8585.36742164195,34884.9551086457,28466.7526543222,14346.9020707143,0.751071953146526,1.6574894947317,0.564938638895126,5
25057305.5357678,78209440.2581754,40150161.8266363,10010.709085206,31255.4437094809,19883.9262184862,14387.0009326278,1.62783938380712,1.11511266946233,1.70125125501396,6
32694617.5288111,47240650.1714244,-5364110.33589507,8475.77316394704,32291.1526546106,25956.8285731447,15459.4633737358,1.62342544775904,0.464700090824327,0.885872772803952,4
37330598.6000613,84510850.0041671,41620451.7573044,8711.41768423188,34535.309951436,25957.6594795911,15560.8398282391,1.25422890707921,0.927105176407232,1.60183085220539,5
54031284.9007219,88819827.367601,22315203.4412245,7838.84871511394,36794.7463143115,37106.2403225763,16275.4322077375,0.810951087959231,1.18880893427981,1.36538258914343,7
24684303.8664378,33947132.0068443,-4464647.18677136,8242.2837294729,31004.2901542764,19516.0863205233,19815.9205801667,0.479602497463714,1.16222400789419,0.858913738872936,6
40179872.7341438,77658913.1676613,22763434.3498397,7990.17106270441,35577.541553748,27763.2166225105,12722.167752748,1.00725159652507,0.325268714004204,1.32378636971754,7
24204077.2425092,60166176.0296958,4756097.00945228,8287.0068161143,31163.9313091148,19923.6508152665,16335.4281268133,1.51410438324139,0.796660713781115,1.09568812843246,3
35634049.5678875,66446043.1312831,-15334197.6941192,8431.65775745269,31725.3062369678,28743.4386585384,15353.7639457709,1.15767208314775,1.72256945462691,0.803373677662597,2
68983165.947503,105482410.628633,-3978457.13180251,8059.29869368998,31979.7845162996,34030.0675213957,12470.3446530402,1.533533460446,1.56784068140412,0.962585713380507,7
25193311.9190201,50443286.6587957,35583.9549637097,7634.15020844946,31454.2519788137,19894.4627494861,19674.1995416372,0.834472302539814,1.37817318948429,0.995351758873292,4
36609893.8753878,76121701.5455163,33834030.9198166,8453.06837277766,32620.5057925499,26858.4102221191,15370.2201650445,0.760500278622116,0.636784943821916,1.52082347402607,7
32059730.9568133,69360055.4024278,51006271.3785117,8746.59565288946,33035.9433895322,24694.7951132327,13072.3631758998,1.14355830917572,0.938914156219155,1.73595996584754,8
24329357.878953,51505828.2087843,-18063658.8959342,8446.80722741131,31350.0792005092,20038.1672534685,15637.2208317759,0.378720821025413,1.473429357616,0.721361286994352,2
44241949.5676757,164212357.696327,68092622.0509768,7986.82318190765,34187.4436422199,28301.9530450188,12672.2337948615,0.715550324795107,0.526987668772905,1.73127177318607,6
25924337.8559725,38217314.9657172,8294597.42622661,8184.85970205162,31376.5084639983,21794.0865763753,18517.0469705018,1.32079389870246,0.846249557151354,1.06041591457872,7
23199490.7391467,51953810.4791721,64876793.0054162,8075.70956256497,31155.1189605536,20662.028445849,12108.6967009853,0.261835284588808,0.767764246607196,1.7370692465053,7
61711605.9008167,85416882.4485974,-22020476.5889312,8554.99743943638,33503.3309609729,27492.1664498852,15348.1758346711,0.332776240118457,0.669261073307088,0.757278905031231,5
35199100.0236418,39394660.068368,-12478963.4420927,7935.48613945953,33565.931447936,26302.7693933182,12594.6562510467,0.888858806325112,0.624503413456205,0.777970620818835,5
28385862.0258561,47807192.8047201,6957204.12420088,8148.92113238457,32056.6594676423,23655.2731561281,14245.680794253,0.557269546178492,0.980815085785149,1.09880281508312,6
24734650.8893243,56355874.9845195,13243765.671737,8565.95573816565,31176.8225985595,19741.7426257416,16856.4045468888,1.01000758109186,0.400907772578184,1.14991950426688,5
23071241.3764776,22422754.865019,-6661797.41004843,10660.6028592885,31213.7782192518,20473.5551765761,12103.6394147517,1.07846257340942,0.575723846707766,0.796289401292891,8
75688867.7536158,212967908.173517,10754095.0973854,7925.45634416281,37964.9758904129,35113.0508406137,16605.5235537637,1.33058291333861,0.779123407259036,1.02539739599779,3
22191650.0558856,23494301.3095502,679994.707664719,8098.86187478993,31070.6255336963,19563.5436615942,12107.4453847767,0.332485719069145,1.65148048261389,0.943771900452198,9
33391776.3949859,56246494.7174934,24523486.4307011,8330.06839778694,33202.8370152203,26689.5479042939,12044.6819520907,1.06997156958032,0.573687811641688,1.39923272178499,8
22563263.3889796,48114408.9585006,12758817.556139,8787.95990514767,31203.7180362105,19761.9892776533,12109.6451307384,1.1462054582097,0.638493187375622,1.17428896381333,3
23697669.004994,37580898.7955536,899013.417349129,9281.14820430242,31342.6880385279,20605.3691186552,13004.7183509561,1.31578983630354,1.31335078938786,0.983215342720979,5
35049394.7549143,65555246.3738311,55987188.0349915,7935.48613945953,33565.931447936,26302.7693933182,12594.6562510467,1.10268565586531,0.781348689800796,1.70834822210816,8
37631787.3265378,66180820.6243885,11468717.8054648,8707.0886161644,34415.3465190308,26203.0993443734,16072.6200481982,1.30018924246527,1.39238216253295,1.19672040376105,5
31768614.4687554,92018513.6936947,21226250.4417581,8297.43747126381,32213.1327450758,22180.5965111381,19413.0624340071,0.557279596521278,1.09540199388633,1.40633395320679,5
42823377.8613506,41487870.8179427,-17592577.8459017,8527.21752830641,35487.7515124682,30107.450149136,13294.9230756729,0.888188984567016,0.339281685215877,0.723210026069398,5
32151160.774818,74946154.6491959,27445243.2213481,8297.43747126381,32213.1327450758,22180.5965111381,19413.0624340071,0.329832963261839,1.2772513691665,1.4528542898132,8
61320109.6166012,122993166.772349,26166043.0741028,8532.99855071399,33269.5527358819,26666.0216302162,14730.4716615728,0.401358568778041,1.10226814648228,1.25998264397911,6
41340279.1496235,92832612.9370204,24699084.840144,7862.33966801315,34016.3115189374,29131.459118306,15398.1471313802,0.517123068198509,1.25056975977991,1.52504965474009,8
40905790.197492,40412392.2793975,-13046637.8810416,8418.09299115514,33344.4312820771,31189.1589784826,16175.3871398307,1.06830815235948,1.26452696897124,0.726978260396786,7
24258810.0992403,174612440.701495,66749014.0333291,8251.41986422054,31038.5192102628,19535.8906343762,17969.0647691322,0.398784583649,1.64230746086622,1.41785326897167,1
29271533.3359521,49939686.8980055,-31896234.4952284,9395.35131663241,31220.4217447855,24777.4768986529,14637.4662879515,0.911079680737447,0.981263129859005,0.622640319515963,2
44433054.4313107,77842141.6782542,39959510.6757108,7992.20607144572,36615.5398621567,28905.9159181463,12719.688272497,0.283103274297661,0.293168428289582,1.38268056519954,8
28552859.031333,48993969.5628385,-30529188.6273421,8528.42381849419,32498.8291159548,22595.8205284318,16102.3979085683,0.792605413558167,1.10802125143117,0.635798895528696,2
47294831.3225714,61724710.8425362,56119775.297941,8444.5505838464,32467.7639719963,23879.3869879604,15778.5545318447,1.64091076961549,1.4434139466133,1.6106422668856,8
24320678.0593342,51727625.2410101,61500775.6849449,8609.37432390731,31249.5863116076,19787.3756864479,17851.3633316114,1.22434789975313,1.45922030322619,1.69139588396235,8
41045996.6952544,55784917.2612862,-3074098.27649406,8418.09299115514,33344.4312820771,31189.1589784826,16175.3871398307,1.4096134878438,1.54635563770348,0.932796159446458,6
23347507.3188138,39473297.8031716,4306946.90830827,8109.76712808944,31170.8430761476,19783.7621386812,15311.7995568054,1.00745419441785,1.14742396952758,1.02982312601553,6
37615182.1506618,41758762.3000381,-16667215.4204333,8663.44698321796,34217.9191913246,27037.5746568677,16433.1610992225,0.558728039746531,0.361777659625949,0.751546094265285,7
23371493.6216079,43768104.7475,19950354.0746492,8583.46875407337,31352.4000631368,20111.9331126152,12477.7380678873,0.535688929070167,0.801355148323539,1.29387878356794,5
